0.1266,0.0368213,0,-11.3633,3.50687,118.059,44.4095,-0.853305
0.12429,0.0347454,0,-10.6749,3.68363,132.404,44.2172,-0.898579
0.128927,0.0368213,0,-10.5572,3.50619,117.932,44.3953,-0.822172
0.1266,0.0347454,0,-9.86407,3.68282,132.239,44.2038,-0.865677
0.12429,0.0327004,0,-9.10983,3.88509,149.548,43.9827,-0.910121
0.133628,0.0389244,0,-10.4351,3.35725,106.412,44.5424,-0.751003
0.131269,0.0368213,0,-9.80431,3.50549,117.807,44.382,-0.791933
0.128927,0.0347454,0,-9.10974,3.68201,132.078,44.1913,-0.833723
0.1266,0.0327004,0,-8.35344,3.88416,149.345,43.9711,-0.876377
0.12429,0.0306897,0,-7.53803,4.1088,169.723,43.7224,-0.919915
0.121995,0.0287163,0,-6.66665,4.35246,193.324,43.4465,-0.96437
0.112985,0.0212501,0,-2.70045,5.44671,322.913,42.0968,-1.1524
0.110774,0.0195011,0,-1.61258,5.73421,365.247,41.7036,-1.20231
0.136001,0.0389244,0,-9.73071,3.35666,106.32,44.529,-0.723262
0.133628,0.0368213,0,-9.10151,3.50479,117.684,44.3693,-0.762595
0.131269,0.0347454,0,-8.40839,3.68119,131.92,44.1795,-0.802723
0.128927,0.0327004,0,-7.65321,3.88323,149.147,43.9602,-0.843647
0.1266,0.0306897,0,-6.83837,4.10777,169.48,43.7126,-0.88538
0.12429,0.0287163,0,-5.96673,4.35136,193.029,43.4377,-0.927949
0.121995,0.0267833,0,-5.04161,4.61038,219.917,43.137,-0.971389
0.115212,0.0212501,0,-1.98473,5.44564,322.307,42.0928,-1.10748
0.112985,0.0195011,0,-0.887139,5.73324,364.518,41.7011,-1.15498
0.110774,0.0178025,0,0.240994,6.02117,411.398,41.2889,-1.20369
0.104248,0.0130191,0,3.74474,6.87058,587.015,39.932,-1.35796
0.102107,0.0115309,0,4.92763,7.14866,661.521,39.4388,-1.41245
0.0957927,0.00738718,0,8.39373,8.07205,994.829,37.8089,-1.58743
0.140795,0.0410509,0,-9.63126,3.2383,97.6362,44.6447,-0.659347
0.138391,0.0389244,0,-9.071,3.35605,106.229,44.5163,-0.696379
0.136001,0.0368213,0,-8.44574,3.50408,117.564,44.3574,-0.734163
0.133628,0.0347454,0,-7.75666,3.68037,131.766,44.1685,-0.772683
0.131269,0.0327004,0,-7.00545,3.88231,148.954,43.9502,-0.811935
0.128927,0.0306897,0,-6.19431,4.10676,169.242,43.7035,-0.851927
0.1266,0.0287163,0,-5.32585,4.35027,192.741,43.4297,-0.892678
0.12429,0.0267833,0,-4.40313,4.60924,219.571,43.1301,-0.934221
0.121995,0.024893,0,-3.42958,4.88014,249.877,42.8061,-0.976596
0.119718,0.023048,0,-2.40897,5.1596,283.844,42.459,-1.01985
0.117456,0.0212501,0,-1.34549,5.44455,321.715,42.0899,-1.06405
0.115212,0.0195011,0,-0.243691,5.73225,363.807,41.6996,-1.10926
0.112985,0.0178025,0,0.891434,6.02032,410.54,41.289,-1.15555
0.110774,0.0161554,0,2.0544,6.30683,462.481,40.8585,-1.203
0.106406,0.0130191,0,4.43912,6.8712,585.578,39.9378,-1.30173
0.104248,0.0115309,0,5.64691,7.15084,659.954,39.4468,-1.35322
0.102107,0.0100963,0,6.85451,7.43564,747.209,38.9334,-1.40632
0.0999845,0.00871511,0,8.05315,7.73997,854.445,38.3945,-1.46123
0.0978796,0.00738718,0,9.2331,8.09399,996.006,37.8232,-1.51833
0.0957927,0.006112,0,10.3829,8.55759,1201.51,37.2059,-1.5782
0.143214,0.0410509,0,-9.00796,3.23777,97.5716,44.6319,-0.63477
0.140795,0.0389244,0,-8.4533,3.35543,106.14,44.5042,-0.670354
0.138391,0.0368213,0,-7.83408,3.50336,117.446,44.3462,-0.706638
0.136001,0.0347454,0,-7.15136,3.67955,131.615,44.1581,-0.743603
0.133628,0.0327004,0,-6.40667,3.88138,148.766,43.9408,-0.781241
0.131269,0.0306897,0,-5.60201,4.10575,169.011,43.6951,-0.819554
0.128927,0.0287163,0,-4.73979,4.34918,192.46,43.4224,-0.858558
0.1266,0.0267833,0,-3.82282,4.60811,219.233,43.124,-0.898277
0.12429,0.024893,0,-2.85426,4.87898,249.473,42.8013,-0.938746
0.121995,0.023048,0,-1.83759,5.15845,283.361,42.4555,-0.980009
0.119718,0.0212501,0,-0.776613,5.44345,321.136,42.0877,-1.02212
0.117456,0.0195011,0,0.324499,5.73122,363.111,41.699,-1.06513
0.115212,0.0178025,0,1.46121,6.01943,409.703,41.2901,-1.10911
0.112985,0.0161554,0,2.62856,6.30618,461.474,40.8613,-1.15413
0.110774,0.0145607,0,3.82112,6.5903,519.23,40.4129,-1.20027
0.108581,0.0130191,0,5.03294,6.87185,584.207,39.9447,-1.24761
0.106406,0.0115309,0,6.25749,7.15322,658.5,39.4559,-1.29627
0.104248,0.0100963,0,7.48769,7.44139,745.951,38.9448,-1.34638
0.102107,0.00871511,0,8.71584,7.75212,854.043,38.4081,-1.39818
0.0999845,0.00738718,0,9.93344,8.11785,997.859,37.8384,-1.45204
0.0978796,0.006112,0,11.1303,8.60208,1208.34,37.2218,-1.5086
0.0957927,0.00488893,0,12.2922,9.32492,1549.1,36.5315,-1.56885
0.145647,0.0410509,0,-8.42242,3.23721,97.5073,44.6197,-0.611004
0.143214,0.0389244,0,-7.87506,3.35479,106.052,44.4927,-0.645186
0.140795,0.0368213,0,-7.26376,3.50263,117.331,44.3355,-0.68002
0.138391,0.0347454,0,-6.58945,3.67873,131.467,44.1484,-0.715483
0.136001,0.0327004,0,-5.85352,3.88047,148.581,43.932,-0.751563
0.133628,0.0306897,0,-5.05781,4.10474,168.785,43.6874,-0.78826
0.131269,0.0287163,0,-4.20454,4.34811,192.186,43.4158,-0.825582
0.128927,0.0267833,0,-3.2963,4.60699,218.904,43.1186,-0.863551
0.1266,0.024893,0,-2.33599,4.87784,249.079,42.7971,-0.902193
0.12429,0.023048,0,-1.32683,5.15731,282.89,42.4527,-0.941548
0.121995,0.0212501,0,-0.272304,5.44233,320.571,42.0864,-0.981658
0.119718,0.0195011,0,0.823776,5.73017,362.432,41.6993,-1.02258
0.117456,0.0178025,0,1.95728,6.0185,408.886,41.292,-1.06436
0.115212,0.0161554,0,3.12373,6.30549,460.496,40.865,-1.10707
0.112985,0.0145607,0,4.31821,6.59009,518.077,40.4186,-1.15078
0.110774,0.0130191,0,5.5354,6.87258,582.906,39.9525,-1.19557
0.108581,0.0115309,0,6.76951,7.15585,657.168,39.4659,-1.24154
0.106406,0.0100963,0,8.01428,7.44771,744.911,38.9572,-1.28884
0.104248,0.00871511,0,9.26298,7.76543,854.036,38.4225,-1.3377
0.102107,0.00738718,0,10.5082,8.14383,1000.42,37.8545,-1.38853
0.0999845,0.006112,0,11.741,8.65011,1216.4,37.2383,-1.44199
0.0978796,0.00488893,0,12.9481,9.40932,1567.69,36.5464,-1.49912
0.0957927,0.00371717,0,14.1072,10.6405,2182.89,35.7326,-1.56126
0.148095,0.0410509,0,-7.87242,3.23663,97.4435,44.608,-0.588047
0.145647,0.0389244,0,-7.33386,3.35414,105.966,44.4818,-0.620871
0.143214,0.0368213,0,-6.73212,3.5019,117.218,44.3255,-0.654303
0.140795,0.0347454,0,-6.06803,3.6779,131.323,44.1392,-0.688316
0.138391,0.0327004,0,-5.34285,3.87955,148.401,43.9238,-0.722895
0.136001,0.0306897,0,-4.55826,4.10374,168.564,43.6803,-0.758036
0.133628,0.0287163,0,-3.71631,4.34704,191.919,43.4098,-0.793743
0.131269,0.0267833,0,-2.81941,4.60587,218.583,43.1138,-0.830032
0.128927,0.024893,0,-1.87023,4.87669,248.694,42.7936,-0.866925
0.1266,0.023048,0,-0.871727,5.15616,282.429,42.4505,-0.904455
0.12429,0.0212501,0,0.172874,5.4412,320.019,42.0857,-0.942659
0.121995,0.0195011,0,1.2601,5.7291,361.769,41.7002,-0.981582
0.119718,0.0178025,0,2.38618,6.01755,408.089,41.2946,-1.02127
0.117456,0.0161554,0,3.54705,6.30479,459.546,40.8695,-1.06179
0.115212,0.0145607,0,4.73828,6.58989,516.968,40.4251,-1.1032
0.112985,0.0130191,0,5.95512,6.87342,581.677,39.9611,-1.14557
0.110774,0.0115309,0,7.1924,7.15877,655.962,39.4768,-1.189
0.108581,0.0100963,0,8.44464,7.45469,744.1,38.9703,-1.23365
0.106406,0.00871511,0,9.70597,7.78001,854.446,38.4377,-1.27976
0.104248,0.00738718,0,10.97,8.17207,1003.72,37.8711,-1.32774
0.102107,0.006112,0,12.2287,8.70188,1225.74,37.255,-1.37831
0.0999845,0.00488893,0,13.4699,9.49931,1588.32,36.5611,-1.43254
0.0978796,0.00371717,0,14.672,10.7863,2221.52,35.7432,-1.49178
0.0957927,0.00259581,0,15.7986,12.8849,3343.32,34.7388,-1.55696
0.150557,0.0410509,0,-7.35583,3.23603,97.38,44.5968,-0.565894
0.148095,0.0389244,0,-6.82739,3.35347,105.88,44.4714,-0.597405
0.145647,0.0368213,0,-6.23667,3.50115,117.106,44.3159,-0.629482
0.143214,0.0347454,0,-5.58437,3.67707,131.182,44.1306,-0.662096
0.140795,0.0327004,0,-4.87166,3.87863,148.226,43.9162,-0.695229
0.138391,0.0306897,0,-4.10008,4.10275,168.349,43.6737,-0.728872
0.136001,0.0287163,0,-3.27154,4.34598,191.659,43.4044,-0.763028
0.133628,0.0267833,0,-2.38825,4.60476,218.27,43.1096,-0.797706
0.131269,0.024893,0,-1.4527,4.87555,248.319,42.7907,-0.832926
0.128927,0.023048,0,-0.467624,5.155,281.979,42.449,-0.868712
0.1266,0.0212501,0,0.564021,5.44006,319.479,42.0857,-0.905098
0.12429,0.0195011,0,1.63904,5.72802,361.121,41.7017,-0.942121
0.121995,0.0178025,0,2.754,6.01658,407.313,41.2979,-0.979826
0.119718,0.0161554,0,3.9052,6.30408,458.625,40.8746,-1.01826
0.117456,0.0145607,0,5.08865,6.58973,515.904,40.4322,-1.05749
0.115212,0.0130191,0,6.30009,6.8744,580.523,39.9703,-1.09757
0.112985,0.0115309,0,7.53495,7.16205,654.891,39.4883,-1.13861
0.110774,0.0100963,0,8.78841,7.46243,743.534,38.984,-1.18077
0.108581,0.00871511,0,10.0554,7.79599,855.297,38.4533,-1.22429
0.106406,0.00738718,0,11.3304,8.20276,1007.81,37.8879,-1.26962
0.104248,0.006112,0,12.6062,8.75757,1236.39,37.2717,-1.3175
0.102107,0.00488893,0,13.8714,9.595,1610.99,36.5755,-1.36904
0.0999845,0.00371717,0,15.1053,10.9391,2262.81,35.7531,-1.42559
0.0978796,0.00259581,0,16.2727,13.1013,3404.04,34.7444,-1.48799
0.150557,0.0389244,0,-6.35349,3.35279,105.796,44.4615,-0.574779
0.148095,0.0368213,0,-5.77501,3.5004,116.997,44.3068,-0.605547
0.145647,0.0347454,0,-5.13588,3.67624,131.044,44.1225,-0.636812
0.143214,0.0327004,0,-4.43713,3.87772,148.054,43.909,-0.668552
0.140795,0.0306897,0,-3.68021,4.10176,168.139,43.6676,-0.700757
0.138391,0.0287163,0,-2.86687,4.34493,191.404,43.3994,-0.733424
0.136001,0.0267833,0,-1.99917,4.60366,217.964,43.1059,-0.766559
0.133628,0.024893,0,-1.07942,4.87441,247.952,42.7883,-0.800177
0.131269,0.023048,0,-0.110152,5.15385,281.54,42.448,-0.834299
0.128927,0.0212501,0,0.905902,5.43892,318.952,42.0862,-0.868951
0.1266,0.0195011,0,1.96581,5.72691,360.489,41.7038,-0.904167
0.12429,0.0178025,0,3.06643,6.0156,406.557,41.3017,-0.939983
0.121995,0.0161554,0,4.2044,6.30337,457.733,40.8803,-0.976446
0.119718,0.0145607,0,5.37612,6.58962,514.887,40.4399,-1.01361
0.117456,0.0130191,0,6.57776,6.87556,579.449,39.9801,-1.05153
0.115212,0.0115309,0,7.8053,7.16575,653.963,39.5003,-1.09032
0.112985,0.0100963,0,9.05451,7.471,743.227,38.9981,-1.13013
0.110774,0.00871511,0,10.3211,7.81352,856.613,38.4693,-1.17123
0.108581,0.00738718,0,11.6001,8.23605,1012.7,37.9049,-1.21408
0.106406,0.006112,0,12.8853,8.81736,1248.38,37.2881,-1.25947
