Points_0,Points_1,vel_0
0.078125,-0.00138833,28.2035
0.076875,-0.000991667,29.1502
0.075625,-0.000595,30.0893
0.074375,-0.000198333,31.001
0.073125,0.0005,32.5187
0.071875,0.0015238,34.082
0.070625,0.00259581,35.1954
0.069375,0.00371717,36.0982
0.068125,0.00488893,36.9127
0.066875,0.006112,37.6756
0.065625,0.00738718,38.4029
0.064375,0.00871511,39.102
0.063125,0.0100963,39.7753
0.061875,0.0115309,40.423
0.060625,0.0130191,41.0448
0.059375,0.0145607,41.64
0.058125,0.0161554,42.2083
0.056875,0.0178025,42.7493
0.055625,0.0195011,43.2627
0.054375,0.0212501,43.748
0.053125,0.023048,44.205
0.051875,0.024893,44.6333
0.050625,0.0267833,45.0324
0.049375,0.0287163,45.4016
0.048125,0.0306897,45.7403
0.046875,0.0327004,46.0477
0.045625,0.0347454,46.3233
0.044375,0.0368213,46.5663
0.043125,0.0389244,46.7766
0.041875,0.0410509,46.9542
0.040625,0.0431969,47.0992
0.039375,0.0453582,47.2122
0.038125,0.0475305,47.2938
0.036875,0.0497094,47.3444
0.035625,0.0518906,47.364
0.034375,0.0540695,47.3524
0.033125,0.0562418,47.3091
0.031875,0.0584031,47.2337
0.030625,0.0605491,47.1258
0.029375,0.0626756,46.9853
0.028125,0.0647787,46.8125
0.026875,0.0668546,46.6081
0.025625,0.0688996,46.373
0.024375,0.0709103,46.1082
0.023125,0.0728837,45.8146
0.021875,0.0748167,45.493
0.020625,0.076707,45.1438
0.019375,0.078552,44.7669
0.018125,0.0803499,44.3621
0.016875,0.0820989,43.9283
0.015625,0.0837975,43.4639
0.014375,0.0854446,42.9664
0.013125,0.0870393,42.4324
0.011875,0.0885809,41.857
0.010625,0.0900691,41.2338
0.009375,0.0915037,40.5538
0.008125,0.0928849,39.8043
0.006875,0.0942128,38.9678
0.005625,0.095488,38.0178
0.004375,0.0967111,36.9132
0.003125,0.0978828,35.5869
0.001875,0.0990042,33.951
0.000625,0.100076,32.0461
-0.00100003,0.1011,24.9808
0.113125,-0.0123,12.6396
0.111875,-0.0117017,14.8343
0.110625,-0.011305,15.076
0.109375,-0.0109083,15.2943
0.108125,-0.0105117,15.5094
0.106875,-0.010115,15.7325
0.105625,-0.00971833,15.9706
0.104375,-0.00932167,16.2289
0.103125,-0.008925,16.5109
0.101875,-0.00852833,16.8195
0.100625,-0.00813167,17.1569
0.099375,-0.007735,17.525
0.098125,-0.00733833,17.9253
0.096875,-0.00694167,18.3591
0.095625,-0.006545,18.8277
0.094375,-0.00614833,19.3319
0.093125,-0.00575167,19.8727
0.091875,-0.005355,20.451
0.090625,-0.00495833,21.0674
0.089375,-0.00456167,21.7225
0.088125,-0.004165,22.4166
0.086875,-0.00376833,23.1497
0.085625,-0.00337167,23.9212
0.084375,-0.002975,24.7301
0.083125,-0.00257833,25.5741
0.081875,-0.00218167,26.4497
0.080625,-0.001785,27.3518
0.079375,-0.00138833,28.2725
0.078125,-0.000991667,29.2009
0.076875,-0.000595,30.1221
0.075625,-0.000198333,31.017
0.074375,0.0005,32.5093
0.073125,0.0015238,34.0599
0.071875,0.00259581,35.1674
0.070625,0.00371717,36.0619
0.069375,0.00488893,36.8678
0.068125,0.006112,37.6231
0.066875,0.00738718,38.3437
0.065625,0.00871511,39.0372
0.064375,0.0100963,39.7062
0.063125,0.0115309,40.3509
0.061875,0.0130191,40.9708
0.060625,0.0145607,41.5652
0.059375,0.0161554,42.1337
0.058125,0.0178025,42.6756
0.056875,0.0195011,43.1905
0.055625,0.0212501,43.6779
0.054375,0.023048,44.1372
0.053125,0.024893,44.5681
0.051875,0.0267833,44.9699
0.050625,0.0287163,45.3418
0.049375,0.0306897,45.6832
0.048125,0.0327004,45.9933
0.046875,0.0347454,46.2714
0.045625,0.0368213,46.5169
0.044375,0.0389244,46.7295
0.043125,0.0410509,46.9092
0.041875,0.0431969,47.0562
0.040625,0.0453582,47.1711
0.039375,0.0475305,47.2544
0.038125,0.0497094,47.3066
0.036875,0.0518906,47.3276
0.035625,0.0540695,47.3173
0.034375,0.0562418,47.2752
0.033125,0.0584031,47.2009
0.031875,0.0605491,47.0939
0.030625,0.0626756,46.9542
0.029375,0.0647787,46.7822
0.028125,0.0668546,46.5785
0.026875,0.0688996,46.344
0.025625,0.0709103,46.0798
0.024375,0.0728837,45.7868
0.023125,0.0748167,45.4656
0.021875,0.076707,45.1168
0.020625,0.078552,44.7404
0.019375,0.0803499,44.336
0.018125,0.0820989,43.9025
0.016875,0.0837975,43.4384
0.015625,0.0854446,42.9411
0.014375,0.0870393,42.4074
0.013125,0.0885809,41.8322
0.011875,0.0900691,41.2092
0.010625,0.0915037,40.5294
0.009375,0.0928849,39.7801
0.008125,0.0942128,38.9438
0.006875,0.095488,37.994
0.005625,0.0967111,36.8895
0.004375,0.0978828,35.5631
0.003125,0.0990042,33.9272
0.000625,0.1011,24.9317
0.001875,0.100076,32.0247
0.114375,-0.0123,12.8173
0.113125,-0.0117017,15.023
0.111875,-0.011305,15.273
0.110625,-0.0109083,15.4974
0.109375,-0.0105117,15.7172
0.108125,-0.010115,15.9439
0.106875,-0.00971833,16.1849
0.105625,-0.00932167,16.4452
0.104375,-0.008925,16.7285
0.103125,-0.00852833,17.0376
0.101875,-0.00813167,17.3748
0.100625,-0.007735,17.742
0.099375,-0.00733833,18.1406
0.098125,-0.00694167,18.5719
0.096875,-0.006545,19.037
0.095625,-0.00614833,19.5369
0.094375,-0.00575167,20.0725
0.093125,-0.005355,20.6445
0.091875,-0.00495833,21.2535
0.090625,-0.00456167,21.9001
0.089375,-0.004165,22.5845
0.088125,-0.00376833,23.3066
0.086875,-0.00337167,24.0659
0.085625,-0.002975,24.8613
0.084375,-0.00257833,25.6907
0.083125,-0.00218167,26.5506
0.081875,-0.001785,27.4359
0.080625,-0.00138833,28.3392
0.079375,-0.000991667,29.25
0.078125,-0.000595,30.154
0.076875,-0.000198333,31.0328
0.075625,0.0005,32.5009
0.074375,0.0015238,34.0402
0.073125,0.00259581,35.1427
0.071875,0.00371717,36.0296
0.070625,0.00488893,36.8272
0.069375,0.006112,37.5748
0.068125,0.00738718,38.2886
0.066875,0.00871511,38.9763
0.065625,0.0100963,39.6407
0.064375,0.0115309,40.2819
0.063125,0.0130191,40.8995
0.061875,0.0145607,41.4928
0.060625,0.0161554,42.061
0.059375,0.0178025,42.6035
0.058125,0.0195011,43.1195
0.056875,0.0212501,43.6085
0.055625,0.023048,44.07
0.054375,0.024893,44.5032
0.053125,0.0267833,44.9074
0.051875,0.0287163,45.2819
0.050625,0.0306897,45.6259
0.049375,0.0327004,45.9386
0.048125,0.0347454,46.2191
0.046875,0.0368213,46.467
0.045625,0.0389244,46.6818
0.044375,0.0410509,46.8636
0.043125,0.0431969,47.0126
0.041875,0.0453582,47.1294
0.040625,0.0475305,47.2144
0.039375,0.0497094,47.2682
0.038125,0.0518906,47.2906
0.036875,0.0540695,47.2817
0.035625,0.0562418,47.2408
0.034375,0.0584031,47.1675
0.033125,0.0605491,47.0614
0.031875,0.0626756,46.9226
0.030625,0.0647787,46.7513
0.029375,0.0668546,46.5483
0.028125,0.0688996,46.3145
0.026875,0.0709103,46.0509
0.025625,0.0728837,45.7584
0.024375,0.0748167,45.4378
0.023125,0.076707,45.0894
0.021875,0.078552,44.7134
0.020625,0.0803499,44.3093
0.019375,0.0820989,43.8762
0.018125,0.0837975,43.4124
0.016875,0.0854446,42.9154
0.015625,0.0870393,42.3819
0.014375,0.0885809,41.8069
0.013125,0.0900691,41.1841
0.011875,0.0915037,40.5044
0.010625,0.0928849,39.7554
0.009375,0.0942128,38.9192
0.008125,0.095488,37.9697
0.006875,0.0967111,36.8653
0.005625,0.0978828,35.5386
0.004375,0.0990042,33.9027
0.001875,0.1011,24.8938
0.003125,0.100076,32.0024
0.115625,-0.0123,12.9899
0.114375,-0.0117017,15.2066
0.113125,-0.011305,15.4646
0.111875,-0.0109083,15.6949
0.110625,-0.0105117,15.9193
0.109375,-0.010115,16.1495
0.108125,-0.00971833,16.3932
0.106875,-0.00932167,16.6554
0.105625,-0.008925,16.9399
0.104375,-0.00852833,17.2495
0.103125,-0.00813167,17.5865
0.101875,-0.007735,17.9527
0.100625,-0.00733833,18.3496
0.099375,-0.00694167,18.7784
0.098125,-0.006545,19.2402
0.096875,-0.00614833,19.7359
0.095625,-0.00575167,20.2663
0.094375,-0.005355,20.8322
0.093125,-0.00495833,21.4341
0.091875,-0.00456167,22.0724
0.090625,-0.004165,22.7473
0.089375,-0.00376833,23.4588
0.088125,-0.00337167,24.2063
0.086875,-0.002975,24.9886
0.085625,-0.00257833,25.8037
0.084375,-0.00218167,26.6483
0.083125,-0.001785,27.5175
0.081875,-0.00138833,28.404
0.080625,-0.000991667,29.2978
0.079375,-0.000595,30.1852
0.078125,-0.000198333,31.0486
0.076875,0.0005,32.4936
0.075625,0.0015238,34.0225
0.074375,0.00259581,35.1211
0.073125,0.00371717,36.001
0.071875,0.00488893,36.7905
0.070625,0.006112,37.5306
0.069375,0.00738718,38.2376
0.068125,0.00871511,38.9193
0.066875,0.0100963,39.5788
0.065625,0.0115309,40.2162
0.064375,0.0130191,40.8312
0.063125,0.0145607,41.4229
0.061875,0.0161554,41.9904
0.060625,0.0178025,42.533
0.059375,0.0195011,43.0498
0.058125,0.0212501,43.5402
0.056875,0.023048,44.0034
0.055625,0.024893,44.4387
0.054375,0.0267833,44.8452
0.053125,0.0287163,45.2221
0.051875,0.0306897,45.5685
0.050625,0.0327004,45.8836
0.049375,0.0347454,46.1665
0.048125,0.0368213,46.4167
0.046875,0.0389244,46.6337
0.045625,0.0410509,46.8176
0.044375,0.0431969,46.9685
0.043125,0.0453582,47.0871
0.041875,0.0475305,47.1739
0.040625,0.0497094,47.2292
0.039375,0.0518906,47.2531
0.038125,0.0540695,47.2454
0.036875,0.0562418,47.2057
0.035625,0.0584031,47.1335
0.034375,0.0605491,47.0284
0.033125,0.0626756,46.8905
0.031875,0.0647787,46.72
0.030625,0.0668546,46.5177
0.029375,0.0688996,46.2845
0.028125,0.0709103,46.0215
0.026875,0.0728837,45.7295
0.025625,0.0748167,45.4094
0.024375,0.076707,45.0615
0.023125,0.078552,44.6859
0.021875,0.0803499,44.2822
0.020625,0.0820989,43.8494
0.019375,0.0837975,43.3859
0.018125,0.0854446,42.8892
0.016875,0.0870393,42.3559
0.015625,0.0885809,41.7812
0.014375,0.0900691,41.1585
0.013125,0.0915037,40.479
0.011875,0.0928849,39.7301
0.010625,0.0942128,38.8942
0.009375,0.095488,37.9448
0.008125,0.0967111,36.8405
0.006875,0.0978828,35.5134
0.005625,0.0990042,33.8775
0.003125,0.1011,24.8559
0.004375,0.100076,31.9793
0.116875,-0.0123,13.1576
0.115625,-0.0117017,15.3852
0.114375,-0.011305,15.6511
0.113125,-0.0109083,15.8871
0.111875,-0.0105117,16.1159
0.110625,-0.010115,16.3496
0.109375,-0.00971833,16.5958
0.108125,-0.00932167,16.8599
0.106875,-0.008925,17.1455
0.105625,-0.00852833,17.4555
0.104375,-0.00813167,17.7922
0.103125,-0.007735,18.1574
0.101875,-0.00733833,18.5526
0.100625,-0.00694167,18.9789
0.099375,-0.006545,19.4374
0.098125,-0.00614833,19.929
0.096875,-0.00575167,20.4545
0.095625,-0.005355,21.0144
0.094375,-0.00495833,21.6092
0.093125,-0.00456167,22.2395
0.091875,-0.004165,22.9053
0.090625,-0.00376833,23.6064
0.089375,-0.00337167,24.3424
0.088125,-0.002975,25.1121
0.086875,-0.00257833,25.9134
0.085625,-0.00218167,26.7432
0.084375,-0.001785,27.5967
0.083125,-0.00138833,28.467
0.081875,-0.000991667,29.3443
0.080625,-0.000595,30.2156
0.079375,-0.000198333,31.0642
0.078125,0.0005,32.4872
0.076875,0.0015238,34.0067
0.075625,0.00259581,35.1023
0.074375,0.00371717,35.976
0.073125,0.00488893,36.7577
0.071875,0.006112,37.4904
0.070625,0.00738718,38.1905
0.069375,0.00871511,38.8661
0.068125,0.0100963,39.5205
0.066875,0.0115309,40.1539
0.065625,0.0130191,40.7659
0.064375,0.0145607,41.3555
0.063125,0.0161554,41.922
0.061875,0.0178025,42.4643
0.060625,0.0195011,42.9816
0.059375,0.0212501,43.473
0.058125,0.023048,43.9377
0.056875,0.024893,44.3748
0.055625,0.0267833,44.7833
0.054375,0.0287163,45.1624
0.053125,0.0306897,45.5111
0.051875,0.0327004,45.8285
0.050625,0.0347454,46.1137
0.049375,0.0368213,46.366
0.048125,0.0389244,46.5852
0.046875,0.0410509,46.7711
0.045625,0.0431969,46.924
0.044375,0.0453582,47.0444
0.043125,0.0475305,47.1328
0.041875,0.0497094,47.1897
0.040625,0.0518906,47.2151
0.039375,0.0540695,47.2087
0.038125,0.0562418,47.1702
0.036875,0.0584031,47.0991
0.035625,0.0605491,46.9949
0.034375,0.0626756,46.8578
0.033125,0.0647787,46.6882
0.031875,0.0668546,46.4866
0.030625,0.0688996,46.2541
0.029375,0.0709103,45.9916
0.028125,0.0728837,45.7002
0.026875,0.0748167,45.3806
0.025625,0.076707,45.0331
0.024375,0.078552,44.6579
0.023125,0.0803499,44.2546
0.021875,0.0820989,43.8221
0.020625,0.0837975,43.3589
0.019375,0.0854446,42.8625
0.018125,0.0870393,42.3294
0.016875,0.0885809,41.7549
0.015625,0.0900691,41.1324
0.014375,0.0915037,40.453
0.013125,0.0928849,39.7043
0.011875,0.0942128,38.8686
0.010625,0.095488,37.9194
0.009375,0.0967111,36.8151
0.008125,0.0978828,35.4876
0.006875,0.0990042,33.8516
0.004375,0.1011,24.8179
0.005625,0.100076,31.9554
0.118125,-0.0123,13.3207
0.116875,-0.0117017,15.559
0.115625,-0.011305,15.8326
0.114375,-0.0109083,16.0743
0.113125,-0.0105117,16.3073
0.111875,-0.010115,16.5443
0.110625,-0.00971833,16.793
0.109375,-0.00932167,17.0587
0.108125,-0.008925,17.3454
0.106875,-0.00852833,17.6557
0.105625,-0.00813167,17.9921
0.104375,-0.007735,18.3563
0.103125,-0.00733833,18.7498
0.101875,-0.00694167,19.1736
0.100625,-0.006545,19.6289
0.099375,-0.00614833,20.1165
0.098125,-0.00575167,20.637
0.096875,-0.005355,21.1911
0.095625,-0.00495833,21.7793
0.094375,-0.00456167,22.4017
0.093125,-0.004165,23.0586
0.091875,-0.00376833,23.7498
0.090625,-0.00337167,24.4746
0.089375,-0.002975,25.232
0.088125,-0.00257833,26.02
0.086875,-0.00218167,26.8354
0.085625,-0.001785,27.6737
0.084375,-0.00138833,28.5282
0.083125,-0.000991667,29.3897
0.081875,-0.000595,30.2456
0.080625,-0.000198333,31.0799
0.079375,0.0005,32.4818
0.078125,0.0015238,33.9926
0.076875,0.00259581,35.086
0.075625,0.00371717,35.9542
0.074375,0.00488893,36.7285
0.073125,0.006112,37.4539
0.071875,0.00738718,38.1472
0.070625,0.00871511,38.8167
0.069375,0.0100963,39.4657
0.068125,0.0115309,40.0948
0.066875,0.0130191,40.7035
0.065625,0.0145607,41.2909
0.064375,0.0161554,41.8559
0.063125,0.0178025,42.3977
0.061875,0.0195011,42.9151
0.060625,0.0212501,43.4072
0.059375,0.023048,43.873
0.058125,0.024893,44.3116
0.056875,0.0267833,44.722
0.055625,0.0287163,45.1031
0.054375,0.0306897,45.4539
0.053125,0.0327004,45.7734
0.051875,0.0347454,46.0607
0.050625,0.0368213,46.3152
0.049375,0.0389244,46.5364
0.048125,0.0410509,46.7242
0.046875,0.0431969,46.879
0.045625,0.0453582,47.0012
0.044375,0.0475305,47.0913
0.043125,0.0497094,47.1497
0.041875,0.0518906,47.1765
0.040625,0.0540695,47.1715
0.039375,0.0562418,47.1342
0.038125,0.0584031,47.0641
0.036875,0.0605491,46.9609
0.035625,0.0626756,46.8247
0.034375,0.0647787,46.6558
0.033125,0.0668546,46.455
0.031875,0.0688996,46.2231
0.030625,0.0709103,45.9613
0.029375,0.0728837,45.6704
0.028125,0.0748167,45.3513
0.026875,0.076707,45.0043
0.025625,0.078552,44.6295
0.024375,0.0803499,44.2265
0.023125,0.0820989,43.7944
0.021875,0.0837975,43.3315
0.020625,0.0854446,42.8353
0.019375,0.0870393,42.3024
0.018125,0.0885809,41.7281
0.016875,0.0900691,41.1058
0.015625,0.0915037,40.4266
0.014375,0.0928849,39.678
0.013125,0.0942128,38.8424
0.011875,0.095488,37.8934
0.010625,0.0967111,36.7891
0.009375,0.0978828,35.4612
0.008125,0.0990042,33.8249
0.005625,0.1011,24.7799
0.006875,0.100076,31.9308
0.119375,-0.0123,13.4793
0.118125,-0.0117017,15.7282
0.116875,-0.011305,16.0094
0.115625,-0.0109083,16.2565
0.114375,-0.0105117,16.4936
0.113125,-0.010115,16.7337
0.111875,-0.00971833,16.9848
0.110625,-0.00932167,17.2522
0.109375,-0.008925,17.5398
0.108125,-0.00852833,17.8505
0.106875,-0.00813167,18.1865
0.105625,-0.007735,18.5496
0.104375,-0.00733833,18.9413
0.103125,-0.00694167,19.3628
0.101875,-0.006545,19.8149
0.100625,-0.00614833,20.2985
0.099375,-0.00575167,20.8143
0.098125,-0.005355,21.3627
0.096875,-0.00495833,21.9443
0.095625,-0.00456167,22.5591
0.094375,-0.004165,23.2074
0.093125,-0.00376833,23.8889
0.091875,-0.00337167,24.6029
0.090625,-0.002975,25.3484
0.089375,-0.00257833,26.1235
0.088125,-0.00218167,26.925
0.086875,-0.001785,27.7486
0.085625,-0.00138833,28.5879
0.084375,-0.000991667,29.434
0.083125,-0.000595,30.275
0.081875,-0.000198333,31.0955
0.080625,0.0005,32.4772
0.079375,0.0015238,33.9799
0.078125,0.00259581,35.072
0.076875,0.00371717,35.9355
0.075625,0.00488893,36.7028
0.074375,0.006112,37.4211
0.073125,0.00738718,38.1076
0.071875,0.00871511,38.771
0.070625,0.0100963,39.4146
0.069375,0.0115309,40.0391
0.068125,0.0130191,40.6443
0.066875,0.0145607,41.229
0.065625,0.0161554,41.7923
0.064375,0.0178025,42.3331
0.063125,0.0195011,42.8502
0.061875,0.0212501,43.3427
0.060625,0.023048,43.8094
0.059375,0.024893,44.2493
0.058125,0.0267833,44.6612
0.056875,0.0287163,45.0441
0.055625,0.0306897,45.3968
0.054375,0.0327004,45.7183
0.053125,0.0347454,46.0077
0.051875,0.0368213,46.2642
0.050625,0.0389244,46.4873
0.049375,0.0410509,46.6771
0.048125,0.0431969,46.8337
0.046875,0.0453582,46.9576
0.045625,0.0475305,47.0494
0.044375,0.0497094,47.1093
0.043125,0.0518906,47.1376
0.041875,0.0540695,47.1338
0.040625,0.0562418,47.0977
0.039375,0.0584031,47.0287
0.038125,0.0605491,46.9265
0.036875,0.0626756,46.7912
0.035625,0.0647787,46.623
0.034375,0.0668546,46.4229
0.033125,0.0688996,46.1917
0.031875,0.0709103,45.9305
0.030625,0.0728837,45.6402
0.029375,0.0748167,45.3215
0.028125,0.076707,44.975
0.026875,0.078552,44.6006
0.025625,0.0803499,44.198
0.024375,0.0820989,43.7662
0.023125,0.0837975,43.3035
0.021875,0.0854446,42.8076
0.020625,0.0870393,42.275
0.019375,0.0885809,41.7009
0.018125,0.0900691,41.0787
0.016875,0.0915037,40.3996
0.015625,0.0928849,39.6512
0.014375,0.0942128,38.8158
0.013125,0.095488,37.8669
0.011875,0.0967111,36.7625
0.010625,0.0978828,35.434
0.009375,0.0990042,33.7976
0.006875,0.1011,24.7418
0.008125,0.100076,31.9054
0.120625,-0.0123,13.6337
0.119375,-0.0117017,15.8929
0.118125,-0.011305,16.1816
0.116875,-0.0109083,16.434
0.115625,-0.0105117,16.6751
0.114375,-0.010115,16.9183
0.113125,-0.00971833,17.1716
0.111875,-0.00932167,17.4405
0.110625,-0.008925,17.7289
0.109375,-0.00852833,18.0398
0.108125,-0.00813167,18.3754
0.106875,-0.007735,18.7375
0.105625,-0.00733833,19.1275
0.104375,-0.00694167,19.5465
0.103125,-0.006545,19.9955
0.101875,-0.00614833,20.4753
0.100625,-0.00575167,20.9864
0.099375,-0.005355,21.5293
0.098125,-0.00495833,22.1044
0.096875,-0.00456167,22.712
0.095625,-0.004165,23.3519
0.094375,-0.00376833,24.024
0.093125,-0.00337167,24.7276
0.091875,-0.002975,25.4616
0.090625,-0.00257833,26.2241
0.089375,-0.00218167,27.0121
0.088125,-0.001785,27.8215
0.086875,-0.00138833,28.6461
0.085625,-0.000991667,29.4774
0.084375,-0.000595,30.3039
0.083125,-0.000198333,31.1112
0.081875,0.0005,32.4735
0.080625,0.0015238,33.9686
0.079375,0.00259581,35.0601
0.078125,0.00371717,35.9196
0.076875,0.00488893,36.6803
0.075625,0.006112,37.3917
0.074375,0.00738718,38.0716
0.073125,0.00871511,38.7287
0.071875,0.0100963,39.3668
0.070625,0.0115309,39.9867
0.069375,0.0130191,40.5881
0.068125,0.0145607,41.1699
0.066875,0.0161554,41.7311
0.065625,0.0178025,42.2706
0.064375,0.0195011,42.7872
0.063125,0.0212501,43.2798
0.061875,0.023048,43.7471
0.060625,0.024893,44.188
0.059375,0.0267833,44.6012
0.058125,0.0287163,44.9857
0.056875,0.0306897,45.3401
0.055625,0.0327004,45.6635
0.054375,0.0347454,45.9547
0.053125,0.0368213,46.2131
0.051875,0.0389244,46.4381
0.050625,0.0410509,46.6297
0.049375,0.0431969,46.7881
0.048125,0.0453582,46.9137
0.046875,0.0475305,47.0071
0.045625,0.0497094,47.0686
0.044375,0.0518906,47.0982
0.043125,0.0540695,47.0957
0.041875,0.0562418,47.0608
0.040625,0.0584031,46.9928
0.039375,0.0605491,46.8916
0.038125,0.0626756,46.7571
0.036875,0.0647787,46.5898
0.035625,0.0668546,46.3904
0.034375,0.0688996,46.1599
0.033125,0.0709103,45.8992
0.031875,0.0728837,45.6095
0.030625,0.0748167,45.2913
0.029375,0.076707,44.9452
0.028125,0.078552,44.5713
0.026875,0.0803499,44.169
0.025625,0.0820989,43.7376
0.024375,0.0837975,43.2752
0.023125,0.0854446,42.7795
0.021875,0.0870393,42.2471
0.020625,0.0885809,41.6731
0.019375,0.0900691,41.0511
0.018125,0.0915037,40.3722
0.016875,0.0928849,39.6239
0.015625,0.0942128,38.7887
0.014375,0.095488,37.8399
0.013125,0.0967111,36.7353
0.011875,0.0978828,35.4063
0.010625,0.0990042,33.7695
0.008125,0.1011,24.7035
0.009375,0.100076,31.8792
0.121875,-0.0123,13.7838
0.120625,-0.0117017,16.0534
0.119375,-0.011305,16.3494
0.118125,-0.0109083,16.6069
0.116875,-0.0105117,16.8519
0.115625,-0.010115,17.098
0.114375,-0.00971833,17.3534
0.113125,-0.00932167,17.6238
0.111875,-0.008925,17.913
0.110625,-0.00852833,18.2241
0.109375,-0.00813167,18.5592
0.108125,-0.007735,18.9202
0.106875,-0.00733833,19.3084
0.105625,-0.00694167,19.7251
0.104375,-0.006545,20.171
0.103125,-0.00614833,20.647
0.101875,-0.00575167,21.1535
0.100625,-0.005355,21.6911
0.099375,-0.00495833,22.26
0.098125,-0.00456167,22.8603
0.096875,-0.004165,23.4922
0.095625,-0.00376833,24.1552
0.094375,-0.00337167,24.8487
0.093125,-0.002975,25.5715
0.091875,-0.00257833,26.3219
0.090625,-0.00218167,27.097
0.089375,-0.001785,27.8926
0.088125,-0.00138833,28.7029
0.086875,-0.000991667,29.5199
0.085625,-0.000595,30.3325
0.084375,-0.000198333,31.127
0.083125,0.0005,32.4706
0.081875,0.0015238,33.9585
0.080625,0.00259581,35.05
0.079375,0.00371717,35.9063
0.078125,0.00488893,36.6607
0.076875,0.006112,37.3655
0.075625,0.00738718,38.0389
0.074375,0.00871511,38.69
0.073125,0.0100963,39.3225
0.071875,0.0115309,39.9376
0.070625,0.0130191,40.5349
0.069375,0.0145607,41.1136
0.068125,0.0161554,41.6725
0.066875,0.0178025,42.2105
0.065625,0.0195011,42.7262
0.064375,0.0212501,43.2185
0.063125,0.023048,43.6861
0.061875,0.024893,44.1277
0.060625,0.0267833,44.5421
0.059375,0.0287163,44.9279
0.058125,0.0306897,45.2839
0.056875,0.0327004,45.6089
0.055625,0.0347454,45.9019
0.054375,0.0368213,46.162
0.053125,0.0389244,46.3888
0.051875,0.0410509,46.5822
0.050625,0.0431969,46.7423
0.049375,0.0453582,46.8696
0.048125,0.0475305,46.9645
0.046875,0.0497094,47.0274
0.045625,0.0518906,47.0584
0.044375,0.0540695,47.0572
0.043125,0.0562418,47.0234
0.041875,0.0584031,46.9565
0.040625,0.0605491,46.8563
0.039375,0.0626756,46.7227
0.038125,0.0647787,46.5562
0.036875,0.0668546,46.3575
0.035625,0.0688996,46.1276
0.034375,0.0709103,45.8676
0.033125,0.0728837,45.5783
0.031875,0.0748167,45.2607
0.030625,0.076707,44.9151
0.029375,0.078552,44.5415
0.028125,0.0803499,44.1396
0.026875,0.0820989,43.7085
0.025625,0.0837975,43.2464
0.024375,0.0854446,42.751
0.023125,0.0870393,42.2187
0.021875,0.0885809,41.645
0.020625,0.0900691,41.0231
0.019375,0.0915037,40.3443
0.018125,0.0928849,39.5961
0.016875,0.0942128,38.761
0.015625,0.095488,37.8123
0.014375,0.0967111,36.7076
0.013125,0.0978828,35.3779
0.011875,0.0990042,33.7408
0.009375,0.1011,24.6652
0.010625,0.100076,31.8523
0.123125,-0.0123,13.93
0.121875,-0.0117017,16.2098
0.120625,-0.011305,16.5129
0.119375,-0.0109083,16.7754
0.118125,-0.0105117,17.0242
0.116875,-0.010115,17.2731
0.115625,-0.00971833,17.5306
0.114375,-0.00932167,17.8023
0.113125,-0.008925,18.0923
0.111875,-0.00852833,18.4034
0.110625,-0.00813167,18.738
0.109375,-0.007735,19.0979
0.108125,-0.00733833,19.4844
0.106875,-0.00694167,19.8986
0.105625,-0.006545,20.3415
0.104375,-0.00614833,20.8138
0.103125,-0.00575167,21.3158
0.101875,-0.005355,21.8481
0.100625,-0.00495833,22.411
0.099375,-0.00456167,23.0044
0.098125,-0.004165,23.6284
0.096875,-0.00376833,24.2826
0.095625,-0.00337167,24.9663
0.094375,-0.002975,25.6784
0.093125,-0.00257833,26.4171
0.091875,-0.00218167,27.1796
0.090625,-0.001785,27.9619
0.089375,-0.00138833,28.7585
0.088125,-0.000991667,29.5616
0.086875,-0.000595,30.3608
0.085625,-0.000198333,31.1429
0.084375,0.0005,32.4685
0.083125,0.0015238,33.9495
0.081875,0.00259581,35.0415
0.080625,0.00371717,35.8954
0.079375,0.00488893,36.6441
0.078125,0.006112,37.3424
0.076875,0.00738718,38.0095
0.075625,0.00871511,38.6544
0.074375,0.0100963,39.2814
0.073125,0.0115309,39.8916
0.071875,0.0130191,40.4848
0.070625,0.0145607,41.0601
0.069375,0.0161554,41.6165
0.068125,0.0178025,42.1526
0.066875,0.0195011,42.6672
0.065625,0.0212501,43.159
0.064375,0.023048,43.6266
0.063125,0.024893,44.0687
0.061875,0.0267833,44.4839
0.060625,0.0287163,44.8708
0.059375,0.0306897,45.2282
0.058125,0.0327004,45.5547
0.056875,0.0347454,45.8493
0.055625,0.0368213,46.1111
0.054375,0.0389244,46.3396
0.053125,0.0410509,46.5346
0.051875,0.0431969,46.6963
0.050625,0.0453582,46.8252
0.049375,0.0475305,46.9216
0.048125,0.0497094,46.986
0.046875,0.0518906,47.0183
0.045625,0.0540695,47.0184
0.044375,0.0562418,46.9857
0.043125,0.0584031,46.9199
0.041875,0.0605491,46.8206
0.040625,0.0626756,46.6879
0.039375,0.0647787,46.5221
0.038125,0.0668546,46.3242
0.036875,0.0688996,46.0949
0.035625,0.0709103,45.8355
0.034375,0.0728837,45.5468
0.033125,0.0748167,45.2297
0.031875,0.076707,44.8845
0.030625,0.078552,44.5113
0.029375,0.0803499,44.1098
0.028125,0.0820989,43.679
0.026875,0.0837975,43.2172
0.025625,0.0854446,42.722
0.024375,0.0870393,42.1899
0.023125,0.0885809,41.6163
