Points_0,Points_1,vel_0
0.116875,0.0497094,45.1935
0.115625,0.0518906,45.2171
0.114375,0.0540695,45.2106
0.113125,0.0562418,45.173
0.111875,0.0584031,45.1035
0.110625,0.0605491,45.0014
0.109375,0.0626756,44.8665
0.108125,0.0647787,44.6993
0.106875,0.0668546,44.5001
0.105625,0.0688996,44.2698
0.104375,0.0709103,44.0093
0.103125,0.0728837,43.7192
0.101875,0.0748167,43.4
0.100625,0.076707,43.052
0.099375,0.078552,42.675
0.098125,0.0803499,42.2683
0.096875,0.0820989,41.8308
0.095625,0.0837975,41.3609
0.094375,0.0854446,40.8559
0.093125,0.0870393,40.3124
0.091875,0.0885809,39.7255
0.090625,0.0900691,39.0886
0.089375,0.0915037,38.3918
0.088125,0.0928849,37.6205
0.086875,0.0942128,36.7526
0.085625,0.095488,35.7551
0.084375,0.0967111,34.581
0.083125,0.0978828,33.176
0.081875,0.0990042,31.5181
0.079375,0.1011,22.5262
0.080625,0.100076,29.7138
0.193125,-0.0123,18.381
0.191875,-0.0117017,21.1661
0.190625,-0.011305,21.7367
0.189375,-0.0109083,22.1728
0.188125,-0.0105117,22.54
0.186875,-0.010115,22.8693
0.185625,-0.00971833,23.1775
0.184375,-0.00932167,23.4743
0.183125,-0.008925,23.7659
0.181875,-0.00852833,24.0566
0.180625,-0.00813167,24.3495
0.179375,-0.007735,24.6468
0.178125,-0.00733833,24.9501
0.176875,-0.00694167,25.2607
0.175625,-0.006545,25.5796
0.174375,-0.00614833,25.9076
0.173125,-0.00575167,26.2451
0.171875,-0.005355,26.5926
0.170625,-0.00495833,26.9503
0.169375,-0.00456167,27.3183
0.168125,-0.004165,27.6967
0.166875,-0.00376833,28.0852
0.165625,-0.00337167,28.4837
0.164375,-0.002975,28.8918
0.163125,-0.00257833,29.3089
0.161875,-0.00218167,29.7343
0.160625,-0.001785,30.1672
0.159375,-0.00138833,30.6064
0.158125,-0.000991667,31.0508
0.156875,-0.000595,31.4986
0.155625,-0.000198333,31.9483
0.154375,0.0005,32.7462
0.153125,0.0015238,33.8664
0.151875,0.00259581,34.9456
0.150625,0.00371717,35.9351
0.149375,0.00488893,36.7984
0.148125,0.006112,37.5285
0.146875,0.00738718,38.1476
0.145625,0.00871511,38.69
0.144375,0.0100963,39.1852
0.143125,0.0115309,39.6512
0.141875,0.0130191,40.0971
0.140625,0.0145607,40.5268
0.139375,0.0161554,40.9422
0.138125,0.0178025,41.3441
0.136875,0.0195011,41.7326
0.135625,0.0212501,42.1072
0.134375,0.023048,42.467
0.133125,0.024893,42.8108
0.131875,0.0267833,43.1371
0.130625,0.0287163,43.4444
0.129375,0.0306897,43.731
0.128125,0.0327004,43.9952
0.126875,0.0347454,44.2356
0.125625,0.0368213,44.4508
0.124375,0.0389244,44.6398
0.123125,0.0410509,44.802
0.121875,0.0431969,44.937
0.120625,0.0453582,45.0446
0.119375,0.0475305,45.1244
0.118125,0.0497094,45.176
0.116875,0.0518906,45.1985
0.115625,0.0540695,45.191
0.114375,0.0562418,45.1525
0.113125,0.0584031,45.082
0.111875,0.0605491,44.979
0.110625,0.0626756,44.8433
0.109375,0.0647787,44.6753
0.108125,0.0668546,44.4754
0.106875,0.0688996,44.2444
0.105625,0.0709103,43.9831
0.104375,0.0728837,43.6924
0.103125,0.0748167,43.3726
0.101875,0.076707,43.0239
0.100625,0.078552,42.6463
0.099375,0.0803499,42.239
0.098125,0.0820989,41.801
0.096875,0.0837975,41.3304
0.095625,0.0854446,40.8248
0.094375,0.0870393,40.2806
0.093125,0.0885809,39.6931
0.091875,0.0900691,39.0555
0.090625,0.0915037,38.3578
0.089375,0.0928849,37.5855
0.088125,0.0942128,36.7164
0.086875,0.095488,35.7173
0.085625,0.0967111,34.5416
0.084375,0.0978828,33.1355
0.083125,0.0990042,31.478
0.080625,0.1011,22.495
0.081875,0.100076,29.6756
0.194375,-0.0123,18.4212
0.193125,-0.0117017,21.2171
0.191875,-0.011305,21.7906
0.190625,-0.0109083,22.2285
0.189375,-0.0105117,22.5968
0.188125,-0.010115,22.9269
0.186875,-0.00971833,23.2355
0.185625,-0.00932167,23.5323
0.184375,-0.008925,23.8238
0.183125,-0.00852833,24.1142
0.181875,-0.00813167,24.4065
0.180625,-0.007735,24.7029
0.179375,-0.00733833,25.0052
0.178125,-0.00694167,25.3147
0.176875,-0.006545,25.6322
0.175625,-0.00614833,25.9585
0.174375,-0.00575167,26.2942
0.173125,-0.005355,26.6397
0.171875,-0.00495833,26.9952
0.170625,-0.00456167,27.3609
0.169375,-0.004165,27.7368
0.168125,-0.00376833,28.1226
0.166875,-0.00337167,28.5183
0.165625,-0.002975,28.9234
0.164375,-0.00257833,29.3374
0.163125,-0.00218167,29.7596
0.161875,-0.001785,30.1892
0.160625,-0.00138833,30.6252
0.159375,-0.000991667,31.0662
0.158125,-0.000595,31.5108
0.156875,-0.000198333,31.9573
0.155625,0.0005,32.7498
0.154375,0.0015238,33.8642
0.153125,0.00259581,34.9401
0.151875,0.00371717,35.9295
0.150625,0.00488893,36.7955
0.149375,0.006112,37.5293
0.148125,0.00738718,38.1514
0.146875,0.00871511,38.6957
0.145625,0.0100963,39.1914
0.144375,0.0115309,39.6572
0.143125,0.0130191,40.1025
0.141875,0.0145607,40.5315
0.140625,0.0161554,40.946
0.139375,0.0178025,41.3469
0.138125,0.0195011,41.7343
0.136875,0.0212501,42.1077
0.135625,0.023048,42.4663
0.134375,0.024893,42.8088
0.133125,0.0267833,43.1339
0.131875,0.0287163,43.4399
0.130625,0.0306897,43.7251
0.129375,0.0327004,43.988
0.128125,0.0347454,44.2271
0.126875,0.0368213,44.4409
0.125625,0.0389244,44.6286
0.124375,0.0410509,44.7896
0.123125,0.0431969,44.9234
0.121875,0.0453582,45.0298
0.120625,0.0475305,45.1084
0.119375,0.0497094,45.1589
0.118125,0.0518906,45.1803
0.116875,0.0540695,45.1718
0.115625,0.0562418,45.1323
0.114375,0.0584031,45.0609
0.113125,0.0605491,44.9571
0.111875,0.0626756,44.8206
0.110625,0.0647787,44.6517
0.109375,0.0668546,44.451
0.108125,0.0688996,44.2193
0.106875,0.0709103,43.9574
0.105625,0.0728837,43.666
0.104375,0.0748167,43.3455
0.103125,0.076707,42.9963
0.101875,0.078552,42.618
0.100625,0.0803499,42.2101
0.099375,0.0820989,41.7714
0.098125,0.0837975,41.3002
0.096875,0.0854446,40.794
0.095625,0.0870393,40.2492
0.094375,0.0885809,39.661
0.093125,0.0900691,39.0226
0.091875,0.0915037,38.3241
0.090625,0.0928849,37.5508
0.089375,0.0942128,36.6804
0.088125,0.095488,35.6797
0.086875,0.0967111,34.5024
0.085625,0.0978828,33.0953
0.084375,0.0990042,31.4381
0.081875,0.1011,22.4642
0.083125,0.100076,29.6377
0.195625,-0.0123,18.4605
0.194375,-0.0117017,21.2674
0.193125,-0.011305,21.8437
0.191875,-0.0109083,22.2834
0.190625,-0.0105117,22.6529
0.189375,-0.010115,22.9837
0.188125,-0.00971833,23.2926
0.186875,-0.00932167,23.5895
0.185625,-0.008925,23.8809
0.184375,-0.00852833,24.1709
0.183125,-0.00813167,24.4626
0.181875,-0.007735,24.7583
0.180625,-0.00733833,25.0596
0.179375,-0.00694167,25.3678
0.178125,-0.006545,25.6839
0.176875,-0.00614833,26.0087
0.175625,-0.00575167,26.3426
0.174375,-0.005355,26.6862
0.173125,-0.00495833,27.0396
0.171875,-0.00456167,27.4029
0.170625,-0.004165,27.7763
0.169375,-0.00376833,28.1595
0.168125,-0.00337167,28.5524
0.166875,-0.002975,28.9546
0.165625,-0.00257833,29.3656
0.164375,-0.00218167,29.7846
0.163125,-0.001785,30.211
0.161875,-0.00138833,30.6437
0.160625,-0.000991667,31.0814
0.159375,-0.000595,31.5228
0.158125,-0.000198333,31.9662
0.156875,0.0005,32.7534
0.155625,0.0015238,33.862
0.154375,0.00259581,34.9345
0.153125,0.00371717,35.9238
0.151875,0.00488893,36.7923
0.150625,0.006112,37.5297
0.149375,0.00738718,38.155
0.148125,0.00871511,38.7011
0.146875,0.0100963,39.1974
0.145625,0.0115309,39.6631
0.144375,0.0130191,40.1079
0.143125,0.0145607,40.5361
0.141875,0.0161554,40.9498
0.140625,0.0178025,41.3497
0.139375,0.0195011,41.736
0.138125,0.0212501,42.1083
0.136875,0.023048,42.4657
0.135625,0.024893,42.807
0.134375,0.0267833,43.1309
0.133125,0.0287163,43.4356
0.131875,0.0306897,43.7196
0.130625,0.0327004,43.9812
0.129375,0.0347454,44.2189
0.128125,0.0368213,44.4314
0.126875,0.0389244,44.6179
0.125625,0.0410509,44.7776
0.124375,0.0431969,44.9102
0.123125,0.0453582,45.0154
0.121875,0.0475305,45.0929
0.120625,0.0497094,45.1423
0.119375,0.0518906,45.1627
0.118125,0.0540695,45.1531
0.116875,0.0562418,45.1127
0.115625,0.0584031,45.0403
0.114375,0.0605491,44.9356
0.113125,0.0626756,44.7982
0.111875,0.0647787,44.6286
0.110625,0.0668546,44.4271
0.109375,0.0688996,44.1947
0.108125,0.0709103,43.9321
0.106875,0.0728837,43.64
0.105625,0.0748167,43.3189
0.104375,0.076707,42.969
0.103125,0.078552,42.59
0.101875,0.0803499,42.1815
0.100625,0.0820989,41.7422
0.099375,0.0837975,41.2704
0.098125,0.0854446,40.7635
0.096875,0.0870393,40.218
0.095625,0.0885809,39.6292
0.094375,0.0900691,38.99
0.093125,0.0915037,38.2907
0.091875,0.0928849,37.5163
0.090625,0.0942128,36.6446
0.089375,0.095488,35.6424
0.088125,0.0967111,34.4635
0.086875,0.0978828,33.0554
0.085625,0.0990042,31.3986
0.083125,0.1011,22.434
0.084375,0.100076,29.6002
0.196875,-0.0123,18.4994
0.195625,-0.0117017,21.3168
0.194375,-0.011305,21.896
0.193125,-0.0109083,22.3375
0.191875,-0.0105117,22.7082
0.190625,-0.010115,23.0397
0.189375,-0.00971833,23.3489
0.188125,-0.00932167,23.646
0.186875,-0.008925,23.9371
0.185625,-0.00852833,24.2268
0.184375,-0.00813167,24.5179
0.183125,-0.007735,24.8128
0.181875,-0.00733833,25.1131
0.180625,-0.00694167,25.4202
0.179375,-0.006545,25.735
0.178125,-0.00614833,26.0581
0.176875,-0.00575167,26.3904
0.175625,-0.005355,26.732
0.174375,-0.00495833,27.0833
0.173125,-0.00456167,27.4444
0.171875,-0.004165,27.8153
0.170625,-0.00376833,28.1959
0.169375,-0.00337167,28.5861
0.168125,-0.002975,28.9854
0.166875,-0.00257833,29.3933
0.165625,-0.00218167,29.8093
0.164375,-0.001785,30.2325
0.163125,-0.00138833,30.662
0.161875,-0.000991667,31.0965
0.160625,-0.000595,31.5347
0.159375,-0.000198333,31.975
0.158125,0.0005,32.757
0.156875,0.0015238,33.8597
0.155625,0.00259581,34.9289
0.154375,0.00371717,35.9178
0.153125,0.00488893,36.7887
0.151875,0.006112,37.5298
0.150625,0.00738718,38.1583
0.149375,0.00871511,38.7062
0.148125,0.0100963,39.2033
0.146875,0.0115309,39.6689
0.145625,0.0130191,40.1132
0.144375,0.0145607,40.5408
0.143125,0.0161554,40.9536
0.141875,0.0178025,41.3526
0.140625,0.0195011,41.7379
0.139375,0.0212501,42.1091
0.138125,0.023048,42.4653
0.136875,0.024893,42.8055
0.135625,0.0267833,43.1281
0.134375,0.0287163,43.4315
0.133125,0.0306897,43.7143
0.131875,0.0327004,43.9746
0.130625,0.0347454,44.211
0.129375,0.0368213,44.4223
0.128125,0.0389244,44.6075
0.126875,0.0410509,44.766
0.125625,0.0431969,44.8973
0.124375,0.0453582,45.0014
0.123125,0.0475305,45.0778
0.121875,0.0497094,45.126
0.120625,0.0518906,45.1454
0.119375,0.0540695,45.1349
0.118125,0.0562418,45.0934
0.116875,0.0584031,45.0202
0.115625,0.0605491,44.9145
0.114375,0.0626756,44.7763
0.113125,0.0647787,44.6058
0.111875,0.0668546,44.4036
0.110625,0.0688996,44.1704
0.109375,0.0709103,43.9071
0.108125,0.0728837,43.6143
0.106875,0.0748167,43.2926
0.105625,0.076707,42.942
0.104375,0.078552,42.5625
0.103125,0.0803499,42.1533
0.101875,0.0820989,41.7133
0.100625,0.0837975,41.2409
0.099375,0.0854446,40.7333
0.098125,0.0870393,40.1872
0.096875,0.0885809,39.5976
0.095625,0.0900691,38.9577
0.094375,0.0915037,38.2575
0.093125,0.0928849,37.4821
0.091875,0.0942128,36.6091
0.090625,0.095488,35.6054
0.089375,0.0967111,34.4249
0.088125,0.0978828,33.0158
0.086875,0.0990042,31.3595
0.084375,0.1011,22.4043
0.085625,0.100076,29.5632
0.198125,-0.0123,18.5373
0.196875,-0.0117017,21.3655
0.195625,-0.011305,21.9475
0.194375,-0.0109083,22.3909
0.193125,-0.0105117,22.7627
0.191875,-0.010115,23.0949
0.190625,-0.00971833,23.4045
0.189375,-0.00932167,23.7016
0.188125,-0.008925,23.9926
0.186875,-0.00852833,24.2819
0.185625,-0.00813167,24.5725
0.184375,-0.007735,24.8666
0.183125,-0.00733833,25.166
0.181875,-0.00694167,25.4719
0.180625,-0.006545,25.7853
0.179375,-0.00614833,26.1069
0.178125,-0.00575167,26.4374
0.176875,-0.005355,26.7771
0.175625,-0.00495833,27.1264
0.174375,-0.00456167,27.4852
0.173125,-0.004165,27.8537
0.171875,-0.00376833,28.2318
0.170625,-0.00337167,28.6193
0.169375,-0.002975,29.0157
0.168125,-0.00257833,29.4207
0.166875,-0.00218167,29.8336
0.165625,-0.001785,30.2537
0.164375,-0.00138833,30.68
0.163125,-0.000991667,31.1114
0.161875,-0.000595,31.5465
0.160625,-0.000198333,31.9837
0.159375,0.0005,32.7606
0.158125,0.0015238,33.8575
0.156875,0.00259581,34.9232
0.155625,0.00371717,35.9117
0.154375,0.00488893,36.7849
0.153125,0.006112,37.5295
0.151875,0.00738718,38.1612
0.150625,0.00871511,38.7112
0.149375,0.0100963,39.209
0.148125,0.0115309,39.6746
0.146875,0.0130191,40.1185
0.145625,0.0145607,40.5453
0.144375,0.0161554,40.9574
0.143125,0.0178025,41.3555
0.141875,0.0195011,41.7398
0.140625,0.0212501,42.1099
0.139375,0.023048,42.4651
0.138125,0.024893,42.8041
0.136875,0.0267833,43.1255
0.135625,0.0287163,43.4277
0.134375,0.0306897,43.7092
0.133125,0.0327004,43.9683
0.131875,0.0347454,44.2035
0.130625,0.0368213,44.4135
0.129375,0.0389244,44.5975
0.128125,0.0410509,44.7547
0.126875,0.0431969,44.8849
0.125625,0.0453582,44.9878
0.124375,0.0475305,45.0631
0.123125,0.0497094,45.1103
0.121875,0.0518906,45.1286
0.120625,0.0540695,45.117
0.119375,0.0562418,45.0746
0.118125,0.0584031,45.0004
0.116875,0.0605491,44.8939
0.115625,0.0626756,44.7548
0.114375,0.0647787,44.5835
0.113125,0.0668546,44.3805
0.111875,0.0688996,44.1466
0.110625,0.0709103,43.8826
0.109375,0.0728837,43.5891
0.108125,0.0748167,43.2666
0.106875,0.076707,42.9154
0.105625,0.078552,42.5352
0.104375,0.0803499,42.1254
0.103125,0.0820989,41.6848
0.101875,0.0837975,41.2117
0.100625,0.0854446,40.7035
0.099375,0.0870393,40.1567
0.098125,0.0885809,39.5664
0.096875,0.0900691,38.9258
0.095625,0.0915037,38.2247
0.094375,0.0928849,37.4482
0.093125,0.0942128,36.5739
0.091875,0.095488,35.5686
0.090625,0.0967111,34.3866
0.089375,0.0978828,32.9766
0.088125,0.0990042,31.3207
0.085625,0.1011,22.3751
0.086875,0.100076,29.5265
0.199375,-0.0123,18.575
0.198125,-0.0117017,21.4134
0.196875,-0.011305,21.9984
0.195625,-0.0109083,22.4435
0.194375,-0.0105117,22.8164
0.193125,-0.010115,23.1493
0.191875,-0.00971833,23.4593
0.190625,-0.00932167,23.7565
0.189375,-0.008925,24.0473
0.188125,-0.00852833,24.3362
0.186875,-0.00813167,24.6262
0.185625,-0.007735,24.9196
0.184375,-0.00733833,25.218
0.183125,-0.00694167,25.5228
0.181875,-0.006545,25.8349
0.180625,-0.00614833,26.155
0.179375,-0.00575167,26.4838
0.178125,-0.005355,26.8217
0.176875,-0.00495833,27.1689
0.175625,-0.00456167,27.5255
0.174375,-0.004165,27.8917
0.173125,-0.00376833,28.2672
0.171875,-0.00337167,28.652
0.170625,-0.002975,29.0457
0.169375,-0.00257833,29.4478
0.168125,-0.00218167,29.8577
0.166875,-0.001785,30.2747
0.165625,-0.00138833,30.6979
0.164375,-0.000991667,31.1262
0.163125,-0.000595,31.5582
0.161875,-0.000198333,31.9924
0.160625,0.0005,32.7641
0.159375,0.0015238,33.8552
0.158125,0.00259581,34.9174
0.156875,0.00371717,35.9054
0.155625,0.00488893,36.7807
0.154375,0.006112,37.5289
0.153125,0.00738718,38.1638
0.151875,0.00871511,38.7158
0.150625,0.0100963,39.2145
0.149375,0.0115309,39.6802
0.148125,0.0130191,40.1236
0.146875,0.0145607,40.5499
0.145625,0.0161554,40.9612
0.144375,0.0178025,41.3584
0.143125,0.0195011,41.7418
0.141875,0.0212501,42.1109
0.140625,0.023048,42.465
0.139375,0.024893,42.8028
0.138125,0.0267833,43.1231
0.136875,0.0287163,43.4242
0.135625,0.0306897,43.7044
0.134375,0.0327004,43.9623
0.133125,0.0347454,44.1963
0.131875,0.0368213,44.4051
0.130625,0.0389244,44.5878
0.129375,0.0410509,44.7438
0.128125,0.0431969,44.8729
0.126875,0.0453582,44.9746
0.125625,0.0475305,45.0488
0.124375,0.0497094,45.0949
0.123125,0.0518906,45.1122
0.121875,0.0540695,45.0996
0.120625,0.0562418,45.0562
0.119375,0.0584031,44.9811
0.118125,0.0605491,44.8737
0.116875,0.0626756,44.7338
0.115625,0.0647787,44.5616
0.114375,0.0668546,44.3578
0.113125,0.0688996,44.1232
0.111875,0.0709103,43.8584
0.110625,0.0728837,43.5642
0.109375,0.0748167,43.2411
0.108125,0.076707,42.8892
0.106875,0.078552,42.5083
0.105625,0.0803499,42.0979
0.104375,0.0820989,41.6566
0.103125,0.0837975,41.1829
0.101875,0.0854446,40.674
0.100625,0.0870393,40.1265
0.099375,0.0885809,39.5355
0.098125,0.0900691,38.8941
0.096875,0.0915037,38.1921
0.095625,0.0928849,37.4146
0.094375,0.0942128,36.5389
0.093125,0.095488,35.5321
0.091875,0.0967111,34.3486
0.090625,0.0978828,32.9377
0.089375,0.0990042,31.2824
0.086875,0.1011,22.3465
0.088125,0.100076,29.4902
0.200625,-0.0123,18.6117
0.199375,-0.0117017,21.4607
0.198125,-0.011305,22.0484
0.196875,-0.0109083,22.4954
0.195625,-0.0105117,22.8694
0.194375,-0.010115,23.203
0.193125,-0.00971833,23.5133
0.191875,-0.00932167,23.8106
0.190625,-0.008925,24.1013
0.189375,-0.00852833,24.3898
0.188125,-0.00813167,24.6793
0.186875,-0.007735,24.9719
0.185625,-0.00733833,25.2694
0.184375,-0.00694167,25.573
0.183125,-0.006545,25.8838
0.181875,-0.00614833,26.2025
0.180625,-0.00575167,26.5296
0.179375,-0.005355,26.8656
0.178125,-0.00495833,27.2108
0.176875,-0.00456167,27.5653
0.175625,-0.004165,27.9291
0.174375,-0.00376833,28.3022
0.173125,-0.00337167,28.6844
0.171875,-0.002975,29.0753
0.170625,-0.00257833,29.4745
0.169375,-0.00218167,29.8815
0.168125,-0.001785,30.2955
0.166875,-0.00138833,30.7156
0.165625,-0.000991667,31.1408
0.164375,-0.000595,31.5697
0.163125,-0.000198333,32.001
0.161875,0.0005,32.7676
0.160625,0.0015238,33.853
0.159375,0.00259581,34.9116
0.158125,0.00371717,35.8989
0.156875,0.00488893,36.7763
0.155625,0.006112,37.5279
0.154375,0.00738718,38.1661
0.153125,0.00871511,38.7203
0.151875,0.0100963,39.2199
0.150625,0.0115309,39.6856
0.149375,0.0130191,40.1287
0.148125,0.0145607,40.5544
0.146875,0.0161554,40.9649
0.145625,0.0178025,41.3613
0.144375,0.0195011,41.7438
0.143125,0.0212501,42.1119
0.141875,0.023048,42.4649
0.140625,0.024893,42.8017
0.139375,0.0267833,43.1209
0.138125,0.0287163,43.4208
0.136875,0.0306897,43.6999
0.135625,0.0327004,43.9566
0.134375,0.0347454,44.1893
0.133125,0.0368213,44.3969
0.131875,0.0389244,44.5784
0.130625,0.0410509,44.7333
0.129375,0.0431969,44.8612
0.128125,0.0453582,44.9618
0.126875,0.0475305,45.0349
0.125625,0.0497094,45.0799
0.124375,0.0518906,45.0961
0.123125,0.0540695,45.0826
0.121875,0.0562418,45.0382
0.120625,0.0584031,44.9622
0.119375,0.0605491,44.8539
0.118125,0.0626756,44.7131
0.116875,0.0647787,44.5401
0.115625,0.0668546,44.3356
0.114375,0.0688996,44.1001
0.113125,0.0709103,43.8346
0.111875,0.0728837,43.5397
0.110625,0.0748167,43.2159
0.109375,0.076707,42.8634
0.108125,0.078552,42.4818
0.106875,0.0803499,42.0707
0.105625,0.0820989,41.6288
0.104375,0.0837975,41.1544
0.103125,0.0854446,40.6448
0.101875,0.0870393,40.0967
0.100625,0.0885809,39.505
0.099375,0.0900691,38.8627
0.098125,0.0915037,38.1599
0.096875,0.0928849,37.3812
0.095625,0.0942128,36.5043
0.094375,0.095488,35.496
0.093125,0.0967111,34.3109
0.091875,0.0978828,32.8991
0.090625,0.0990042,31.2445
0.088125,0.1011,22.3183
0.089375,0.100076,29.4544
0.201875,-0.0123,18.6482
0.200625,-0.0117017,21.5072
0.199375,-0.011305,22.0979
0.198125,-0.0109083,22.5465
0.196875,-0.0105117,22.9217
0.195625,-0.010115,23.256
0.194375,-0.00971833,23.5666
0.193125,-0.00932167,23.864
0.191875,-0.008925,24.1546
0.190625,-0.00852833,24.4427
0.189375,-0.00813167,24.7316
0.188125,-0.007735,25.0235
0.186875,-0.00733833,25.32
0.185625,-0.00694167,25.6226
0.184375,-0.006545,25.932
0.183125,-0.00614833,26.2493
0.181875,-0.00575167,26.5748
0.180625,-0.005355,26.909
0.179375,-0.00495833,27.2522
0.178125,-0.00456167,27.6045
0.176875,-0.004165,27.9661
0.175625,-0.00376833,28.3367
0.174375,-0.00337167,28.7163
0.173125,-0.002975,29.1045
0.171875,-0.00257833,29.5009
0.170625,-0.00218167,29.905
0.169375,-0.001785,30.316
0.168125,-0.00138833,30.7331
0.166875,-0.000991667,31.1552
0.165625,-0.000595,31.5812
0.164375,-0.000198333,32.0095
0.163125,0.0005,32.7711
0.161875,0.0015238,33.8507
0.160625,0.00259581,34.9058
0.159375,0.00371717,35.8923
0.158125,0.00488893,36.7717
0.156875,0.006112,37.5266
0.155625,0.00738718,38.1681
0.154375,0.00871511,38.7244
0.153125,0.0100963,39.2251
0.151875,0.0115309,39.6909
0.150625,0.0130191,40.1337
0.149375,0.0145607,40.5588
0.148125,0.0161554,40.9687
0.146875,0.0178025,41.3643
0.145625,0.0195011,41.7458
0.144375,0.0212501,42.113
0.143125,0.023048,42.465
0.141875,0.024893,42.8008
0.140625,0.0267833,43.1188
0.139375,0.0287163,43.4176
0.138125,0.0306897,43.6956
0.136875,0.0327004,43.9511
0.135625,0.0347454,44.1826
0.134375,0.0368213,44.3891
0.133125,0.0389244,44.5694
0.131875,0.0410509,44.7231
0.130625,0.0431969,44.8499
0.129375,0.0453582,44.9494
0.128125,0.0475305,45.0214
0.126875,0.0497094,45.0653
0.125625,0.0518906,45.0805
0.124375,0.0540695,45.066
0.123125,0.0562418,45.0207
0.121875,0.0584031,44.9437
0.120625,0.0605491,44.8345
0.119375,0.0626756,44.6928
0.118125,0.0647787,44.519
0.116875,0.0668546,44.3137
0.115625,0.0688996,44.0775
0.114375,0.0709103,43.8112
0.113125,0.0728837,43.5156
0.111875,0.0748167,43.1911
0.110625,0.076707,42.8379
0.109375,0.078552,42.4557
0.108125,0.0803499,42.0439
0.106875,0.0820989,41.6013
0.105625,0.0837975,41.1262
0.104375,0.0854446,40.616
0.103125,0.0870393,40.0671
0.101875,0.0885809,39.4747
0.100625,0.0900691,38.8317
0.099375,0.0915037,38.1279
0.098125,0.0928849,37.3482
0.096875,0.0942128,36.4699
0.095625,0.095488,35.4601
0.094375,0.0967111,34.2736
0.093125,0.0978828,32.861
0.091875,0.0990042,31.2069
0.089375,0.1011,22.2908
0.090625,0.100076,29.419
0.203125,-0.0123,18.6836
0.201875,-0.0117017,21.5531
0.200625,-0.011305,22.1465
0.199375,-0.0109083,22.597
0.198125,-0.0105117,22.9734
0.196875,-0.010115,23.3083
0.195625,-0.00971833,23.6193
0.194375,-0.00932167,23.9167
0.193125,-0.008925,24.2071
0.191875,-0.00852833,24.4949
0.190625,-0.00813167,24.7832
0.189375,-0.007735,25.0744
0.188125,-0.00733833,25.37
0.186875,-0.00694167,25.6714
0.185625,-0.006545,25.9797
0.184375,-0.00614833,26.2954
0.183125,-0.00575167,26.6193
0.181875,-0.005355,26.9517
0.180625,-0.00495833,27.293
0.179375,-0.00456167,27.6433
0.178125,-0.004165,28.0025
0.176875,-0.00376833,28.3708
0.175625,-0.00337167,28.7478
0.174375,-0.002975,29.1334
0.173125,-0.00257833,29.527
0.171875,-0.00218167,29.9282
0.170625,-0.001785,30.3363
0.169375,-0.00138833,30.7504
0.168125,-0.000991667,31.1695
0.166875,-0.000595,31.5925
0.165625,-0.000198333,32.0179
0.164375,0.0005,32.7746
0.163125,0.0015238,33.8485
0.161875,0.00259581,34.8999
0.160625,0.00371717,35.8856
0.159375,0.00488893,36.7667
0.158125,0.006112,37.525
0.156875,0.00738718,38.1698
0.155625,0.00871511,38.7284
0.154375,0.0100963,39.23
0.153125,0.0115309,39.6961
0.151875,0.0130191,40.1386
0.150625,0.0145607,40.5632
0.149375,0.0161554,40.9724
0.148125,0.0178025,41.3672
0.146875,0.0195011,41.7479
0.145625,0.0212501,42.1142
0.144375,0.023048,42.4652
0.143125,0.024893,42.7999
0.141875,0.0267833,43.1169
0.140625,0.0287163,43.4146
0.139375,0.0306897,43.6914
0.138125,0.0327004,43.9458
0.136875,0.0347454,44.1762
0.135625,0.0368213,44.3815
0.134375,0.0389244,44.5607
0.133125,0.0410509,44.7133
0.131875,0.0431969,44.8389
0.130625,0.0453582,44.9373
0.129375,0.0475305,45.0082
0.128125,0.0497094,45.0511
0.126875,0.0518906,45.0653
0.125625,0.0540695,45.0498
0.124375,0.0562418,45.0035
0.123125,0.0584031,44.9256
0.121875,0.0605491,44.8155
0.120625,0.0626756,44.673
0.119375,0.0647787,44.4983
0.118125,0.0668546,44.2922
0.116875,0.0688996,44.0552
0.115625,0.0709103,43.7882
0.114375,0.0728837,43.4919
0.113125,0.0748167,43.1667
0.111875,0.076707,42.8128
0.110625,0.078552,42.4299
0.109375,0.0803499,42.0174
0.108125,0.0820989,41.5742
0.106875,0.0837975,41.0984
0.105625,0.0854446,40.5875
0.104375,0.0870393,40.038
0.103125,0.0885809,39.4448
0.101875,0.0900691,38.801
0.100625,0.0915037,38.0963
0.099375,0.0928849,37.3155
0.098125,0.0942128,36.4359
0.096875,0.095488,35.4245
0.095625,0.0967111,34.2366
0.094375,0.0978828,32.8232
0.093125,0.0990042,31.1698
0.090625,0.1011,22.2638
0.091875,0.100076,29.3841
0.204375,-0.0123,18.7192
0.203125,-0.0117017,21.5982
0.201875,-0.011305,22.1946
0.200625,-0.0109083,22.6469
0.199375,-0.0105117,23.0243
0.198125,-0.010115,23.3598
0.196875,-0.00971833,23.6712
0.195625,-0.00932167,23.9687
0.194375,-0.008925,24.2589
0.193125,-0.00852833,24.5464
0.191875,-0.00813167,24.8342
0.190625,-0.007735,25.1246
0.189375,-0.00733833,25.4193
0.188125,-0.00694167,25.7197
0.186875,-0.006545,26.0266
0.185625,-0.00614833,26.341
0.184375,-0.00575167,26.6633
0.183125,-0.005355,26.994
0.181875,-0.00495833,27.3333
0.180625,-0.00456167,27.6815
0.179375,-0.004165,28.0385
0.178125,-0.00376833,28.4044
