"Line Probe 2: Centroid[Y] (m)","Line Probe 2: Velocity[i] (m/s)"
0.010500000174840424,1.1146575886673744
0.010500000174840424,1.1146575886673744
0.010500000174840424,1.1146575886673744
0.0315000004168609,1.1144350107119394
0.0315000004168609,1.1144350107119394
0.05250000050996723,1.113988818554901
0.05250000050996723,1.113988818554901
0.07350000052165512,1.113316998680406
0.07350000052165512,1.113316998680406
0.094500000495145,1.1124166741059234
0.094500000495145,1.1124166741059234
0.11550000046863573,1.1112842615777037
0.11550000046863573,1.1112842615777037
0.13650000044212618,1.1099156570754054
0.13650000044212618,1.1099156570754054
0.15750000041562046,1.108306431724518
0.15750000041562046,1.108306431724518
0.1785000003891139,1.1064520191384102
0.1785000003891139,1.1064520191384102
0.19950000036260462,1.104347876167663
0.19950000036260462,1.104347876167663
0.22050000033609507,1.1019896020142879
0.22050000033609507,1.1019896020142879
0.22050000033609507,1.1019896020142879
0.24150000030958552,1.0993730052223079
0.24150000030958552,1.0993730052223079
0.2625000002830727,1.0964941134368251
0.2625000002830727,1.0964941134368251
0.283500000256559,1.0933491261369999
0.283500000256559,1.0933491261369999
0.30450000023004975,1.0899343149671241
0.30450000023004975,1.0899343149671241
0.3255000002035402,1.0862458792383711
0.3255000002035402,1.0862458792383711
0.3465000001770309,1.0822797654188747
0.3465000001770309,1.0822797654188747
0.3675000001505208,1.0780314590560987
0.3675000001505208,1.0780314590560987
0.38850000012401154,1.0734957559043454
0.38850000012401154,1.0734957559043454
0.409500000097502,1.0686665165737783
0.409500000097502,1.0686665165737783
0.43050000007099093,1.063536405869302
0.43050000007099093,1.063536405869302
0.43050000007099093,1.063536405869302
0.45150000004447727,1.0580966148427882
0.45150000004447727,1.0580966148427882
0.4725000000179662,1.0523365603950319
0.4725000000179662,1.0523365603950319
0.49349999999145666,1.0462435537976202
0.49349999999145666,1.0462435537976202
0.514499999964951,1.0398024252968903
0.514499999964951,1.0398024252968903
0.5354999999384447,1.0329950901578104
0.5354999999384447,1.0329950901578104
0.5564999999119348,1.0258000334247783
0.5564999999119348,1.0258000334247783
0.5774999998854256,1.0181916862691145
0.5774999998854256,1.0181916862691145
0.5984999998589157,1.0101396576030155
0.5984999998589157,1.0101396576030155
0.619499999832407,1.0016077743190817
0.619499999832407,1.0016077743190817
0.640499999805893,0.992552859080051
0.640499999805893,0.992552859080051
0.640499999805893,0.992552859080051
0.6614999997793802,0.9829231622135274
0.6614999997793802,0.9829231622135274
0.6824999997528703,0.9726563236485408
0.6824999997528703,0.9726563236485408
0.7034999997263617,0.9616766887975664
0.7034999997263617,0.9616766887975664
0.7244999996998512,0.9498917337566858
0.7244999996998512,0.9498917337566858
0.745499999673342,0.9371872514172509
0.745499999673342,0.9371872514172509
0.7664999996468325,0.9234208107643861
0.7664999996468325,0.9234208107643861
0.7874999996203232,0.9084128220156461
0.7874999996203232,0.9084128220156461
0.808499999593813,0.8919343758846149
0.808499999593813,0.8919343758846149
0.8294999995673003,0.8736910493315345
0.8294999995673003,0.8736910493315345
0.8294999995673003,0.8736910493315345
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
0.919999999777217,0.7739775836260998
